ResponseId,Perspective,Communication,Sex,Eng,Res,Question,VAS,Risk,Age,AgeZeroCenter
R_21cTyfrZtq08fn4,Personal,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_23,0,High Risk,61,22.068846815834767
R_21cTyfrZtq08fn4,Personal,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_24,0.64,Minimal Risk,61,22.068846815834767
R_21cTyfrZtq08fn4,Personal,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_25,0.03,High Risk,61,22.068846815834767
R_21cTyfrZtq08fn4,Personal,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_26,0.84,High Risk,61,22.068846815834767
R_21cTyfrZtq08fn4,Personal,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_27,0,Low Risk,61,22.068846815834767
R_21cTyfrZtq08fn4,Personal,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_28,0.04,High Risk,61,22.068846815834767
R_21cTyfrZtq08fn4,Personal,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_29,0,High Risk,61,22.068846815834767
R_21cTyfrZtq08fn4,Personal,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_30,0,High Risk,61,22.068846815834767
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_1,0.57,Low Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_2,0.54,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_3,0.46,Minimal Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_4,0.37,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_5,0.72,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_6,0.16,Low Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_7,0.77,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_8,0.59,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_9,0.58,Minimal Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_10,0.16,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_11,0.22,Minimal Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_12,0.85,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_13,0.57,Minimal Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_14,0.76,Minimal Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_15,0.73,Minimal Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_16,0.89,Low Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_17,0.31,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_18,0.75,Low Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_19,0.67,Low Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_20,0.04,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_21,0.58,Low Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_22,0.78,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_23,0.63,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_24,0.95,Minimal Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_25,0.86,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_26,0.15,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_27,0.49,Low Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_28,0.75,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_29,0.51,High Risk,31,-7.9311531841652325
R_21d11jDlKdL6TAk,Personal,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_30,0.17,High Risk,31,-7.9311531841652325
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_1,0.03,Low Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_2,0,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_3,0.63,Minimal Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_4,0.09,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_5,0.07,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_6,0,Low Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_7,0.01,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_8,0.04,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_9,0.22,Minimal Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_10,0.02,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_11,0.99,Minimal Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_12,0.05,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_13,0.92,Minimal Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_14,0.95,Minimal Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_15,0.9,Minimal Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_16,0.99,Low Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_17,0.01,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_18,0.91,Low Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_19,0.25,Low Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_20,0.94,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_21,0.03,Low Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_22,0.9,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_23,0.01,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_24,1,Minimal Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_25,0.95,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_26,0.46,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_27,0.97,Low Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_28,0.01,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_29,0.02,High Risk,27,-11.931153184165233
R_22A3neyWur1bvYt,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_30,0.01,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_1,0,Low Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_2,0.08,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_3,0,Minimal Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_4,0,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_5,0.34,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_6,0,Low Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_7,0.57,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_8,0,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_9,0,Minimal Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_10,0,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_11,1,Minimal Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_12,0.9,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_13,0.82,Minimal Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_14,0.59,Minimal Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_15,0.36,Minimal Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_16,0.81,Low Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_17,0,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_18,0.47,Low Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_19,0.69,Low Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_20,0,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_21,0.09,Low Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_22,0.58,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_23,0,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_24,0.23,Minimal Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_25,0.24,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_26,0.45,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_27,0,Low Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_28,0,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_29,0,High Risk,27,-11.931153184165233
R_22AmeEtKkVYNcqQ,General,Control,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_30,0,High Risk,27,-11.931153184165233
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_1,0.64,Low Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_2,0.21,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_3,0.81,Minimal Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_4,0.6,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_5,0.54,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_6,0.79,Low Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_7,0.42,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_8,0.83,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_9,0.66,Minimal Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_10,0.39,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_11,0.97,Minimal Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_12,0.54,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_13,0.15,Minimal Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_14,0.8,Minimal Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_15,0.97,Minimal Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_16,0.83,Low Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_17,0.18,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_18,0.58,Low Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_19,0.85,Low Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_20,0.5,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_21,0.19,Low Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_22,0.98,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_23,0.68,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_24,1,Minimal Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_25,0.62,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_26,0.79,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_27,0.95,Low Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_28,0.75,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_29,0.63,High Risk,31,-7.9311531841652325
R_22mm805FZZ8Ngp7,Personal,Imperative,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_30,0.11,High Risk,31,-7.9311531841652325
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_1,0,Low Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_2,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_3,0.05,Minimal Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_4,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_5,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_6,0,Low Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_7,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_8,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_9,0,Minimal Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_10,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_11,0.91,Minimal Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_12,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_13,0,Minimal Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_14,0,Minimal Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_15,0,Minimal Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_16,0.01,Low Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_17,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_18,0,Low Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_19,0,Low Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_20,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_21,0,Low Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_22,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_23,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_24,0.06,Minimal Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_25,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_26,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_27,0,Low Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_28,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_29,0,High Risk,56,17.068846815834767
R_22qThgfIaZvraii,General,Personal Responsibility,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_30,0,High Risk,56,17.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_1,0.16,Low Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_2,0,High Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_3,0.3,Minimal Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_4,0,High Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_5,0.27,High Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_6,0.78,Low Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_7,0.02,High Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_8,0.78,High Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_9,0.04,Minimal Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_10,0,High Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_11,1,Minimal Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_12,0.07,High Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_13,0.71,Minimal Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_14,0.13,Minimal Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_15,0,Minimal Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_16,0,Low Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_17,0.01,High Risk,49,10.068846815834767
R_22R1obKpphJAEYm,General,Control,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Question_18,0.7,Low Risk,49,10.068846815834767
