ResponseId,Perspective,vasMarker,GC,Duration (in seconds),Age,Sex,Eng,Question,VAS,Risk,AgeZeroCenter
R_1QyZeNhyZt14Cv1,Self,No Midpoint,92,277,36,Female,Yes.,Question_19,0,Low Risk,1.5318627450980387
R_1QyZeNhyZt14Cv1,Self,No Midpoint,92,277,36,Female,Yes.,Question_20,0,High Risk,1.5318627450980387
R_1QyZeNhyZt14Cv1,Self,No Midpoint,92,277,36,Female,Yes.,Question_21,0.96,Low Risk,1.5318627450980387
R_1QyZeNhyZt14Cv1,Self,No Midpoint,92,277,36,Female,Yes.,Question_22,0.28,High Risk,1.5318627450980387
R_1QyZeNhyZt14Cv1,Self,No Midpoint,92,277,36,Female,Yes.,Question_23,0,High Risk,1.5318627450980387
R_1QyZeNhyZt14Cv1,Self,No Midpoint,92,277,36,Female,Yes.,Question_24,0,Minimal Risk,1.5318627450980387
R_1QyZeNhyZt14Cv1,Self,No Midpoint,92,277,36,Female,Yes.,Question_25,0,High Risk,1.5318627450980387
R_1QyZeNhyZt14Cv1,Self,No Midpoint,92,277,36,Female,Yes.,Question_26,0,High Risk,1.5318627450980387
R_1QyZeNhyZt14Cv1,Self,No Midpoint,92,277,36,Female,Yes.,Question_27,0,Low Risk,1.5318627450980387
R_1QyZeNhyZt14Cv1,Self,No Midpoint,92,277,36,Female,Yes.,Question_28,0,High Risk,1.5318627450980387
R_1QyZeNhyZt14Cv1,Self,No Midpoint,92,277,36,Female,Yes.,Question_29,0,High Risk,1.5318627450980387
R_1QyZeNhyZt14Cv1,Self,No Midpoint,92,277,36,Female,Yes.,Question_30,0,High Risk,1.5318627450980387
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_1,0.25,Low Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_2,0.18,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_3,0.42,Minimal Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_4,0.3,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_5,0.41,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_6,0.13,Low Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_7,0.15,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_8,0.41,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_9,0.23,Minimal Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_10,0.08,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_11,0.61,Minimal Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_12,0.5,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_13,0.54,Minimal Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_14,0.65,Minimal Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_15,0.76,Minimal Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_16,0.61,Low Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_17,0.11,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_18,0.46,Low Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_19,0.44,Low Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_20,0.21,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_21,0.34,Low Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_22,0.57,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_23,0.14,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_24,0.75,Minimal Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_25,0.51,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_26,0.51,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_27,0.37,Low Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_28,0.25,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_29,0.13,High Risk,-15.468137254901961
R_1rDjD2bms1jDyST,Other,No Midpoint,50,400,19,Female,"No, it's my second language.",Question_30,0.1,High Risk,-15.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_1,0.33,Low Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_2,0.67,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_3,0.57,Minimal Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_4,0.83,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_5,0.7,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_6,0.16,Low Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_7,0.88,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_8,0.77,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_9,0.29,Minimal Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_10,0.78,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_11,0.9,Minimal Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_12,0.69,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_13,0.8,Minimal Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_14,0.87,Minimal Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_15,0.87,Minimal Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_16,0.81,Low Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_17,0.27,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_18,0.86,Low Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_19,0.72,Low Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_20,0.72,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_21,0.91,Low Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_22,0.61,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_23,0.36,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_24,0.65,Minimal Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_25,0.77,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_26,0.42,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_27,0.59,Low Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_28,0.85,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_29,0.25,High Risk,-11.468137254901961
R_1rk9IoRKEIlDoys,Other,No Midpoint,83,593,23,Female,Yes.,Question_30,0.74,High Risk,-11.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_1,0.25,Low Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_2,0.55,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_3,0.35,Minimal Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_4,0.32,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_5,0.26,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_6,0.6,Low Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_7,0.43,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_8,0.2,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_9,0.22,Minimal Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_10,0.3,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_11,0.51,Minimal Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_12,0.24,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_13,0.59,Minimal Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_14,0.72,Minimal Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_15,0.76,Minimal Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_16,0.63,Low Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_17,0.34,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_18,0.63,Low Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_19,0.5,Low Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_20,0.36,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_21,0.72,Low Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_22,0.53,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_23,0.18,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_24,0.74,Minimal Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_25,0.62,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_26,0.56,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_27,0.57,Low Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_28,0.59,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_29,0.22,High Risk,-13.468137254901961
R_1rldiiua6pUAk6D,Self,Midpoint,74,264,21,Female,Yes.,Question_30,0.46,High Risk,-13.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_1,0.52,Low Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_2,0.51,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_3,0.53,Minimal Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_4,0.57,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_5,0.51,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_6,0.52,Low Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_7,0.53,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_8,0.54,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_9,0.51,Minimal Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_10,0.53,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_11,0.55,Minimal Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_12,0.54,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_13,0.57,Minimal Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_14,0.53,Minimal Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_15,0.51,Minimal Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_16,0.53,Low Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_17,0.55,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_18,0.52,Low Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_19,0.57,Low Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_20,0.54,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_21,0.58,Low Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_22,0.54,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_23,0.53,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_24,0.5,Minimal Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_25,0.54,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_26,0.54,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_27,0.53,Low Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_28,0.5,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_29,0.51,High Risk,-7.468137254901961
R_1rq96FlNlWIFPyC,Self,No Midpoint,34,152,27,Female,Yes.,Question_30,0.53,High Risk,-7.468137254901961
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_1,0.02,Low Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_2,0,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_3,0.62,Minimal Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_4,0.01,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_5,0.1,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_6,0.1,Low Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_7,0,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_8,0.41,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_9,0.51,Minimal Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_10,0,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_11,0.93,Minimal Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_12,0.08,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_13,0.5,Minimal Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_14,0.28,Minimal Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_15,0.01,Minimal Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_16,0.29,Low Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_17,0,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_18,0.76,Low Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_19,0.02,Low Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_20,0.08,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_21,0.19,Low Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_22,0.52,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_23,0,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_24,0.81,Minimal Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_25,0,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_26,0.01,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_27,0.67,Low Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_28,0.01,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_29,0.01,High Risk,27.53186274509804
R_1SquTT1xC5Z7Jfz,Other,Midpoint,94,869,62,Female,Yes.,Question_30,0,High Risk,27.53186274509804
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_1,0,Low Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_2,0,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_3,0.21,Minimal Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_4,0,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_5,0,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_6,0,Low Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_7,0,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_8,0.6,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_9,0,Minimal Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_10,0,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_11,0.75,Minimal Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_12,0,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_13,0.56,Minimal Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_14,0.19,Minimal Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_15,0.24,Minimal Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_16,0,Low Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_17,0,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_18,0,Low Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_19,0.17,Low Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_20,0.32,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_21,0,Low Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_22,0.35,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_23,0.18,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_24,0.69,Minimal Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_25,0.07,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_26,0,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_27,0.15,Low Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_28,0,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_29,0,High Risk,-7.468137254901961
R_1zaONRPo2wkrwgF,Other,No Midpoint,83,391,27,Female,Yes.,Question_30,0,High Risk,-7.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_1,0,Low Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_2,0,High Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_3,0.78,Minimal Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_4,0.06,High Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_5,0.85,High Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_6,0.27,Low Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_7,0,High Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_8,0.1,High Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_9,0.46,Minimal Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_10,0.01,High Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_11,0.67,Minimal Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_12,0,High Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_13,0.7,Minimal Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_14,0.28,Minimal Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_15,0.63,Minimal Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_16,0.53,Low Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_17,0,High Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_18,0.17,Low Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_19,0.4,Low Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_20,0.03,High Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_21,0.52,Low Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_22,0.93,High Risk,-6.468137254901961
R_1zCXtpR8pCFllId,Self,Midpoint,74,469,28,Female,Yes.,Question_23,0.02,High Risk,-6.468137254901961
