"";"ResponseId";"Group";"Question";"VAS";"Risk";"Perspective";"Condition"
"2180";"R_1ln0GRX6wdGcTHY";"Per. Imperative";"Question_20";4;"Minimal Risk";"Personal";"Imperative"
"2181";"R_1ln0GRX6wdGcTHY";"Per. Imperative";"Question_21";59;"Low Risk";"Personal";"Imperative"
"2182";"R_1ln0GRX6wdGcTHY";"Per. Imperative";"Question_22";83;"Low Risk";"Personal";"Imperative"
"2183";"R_1ln0GRX6wdGcTHY";"Per. Imperative";"Question_23";4;"Low Risk";"Personal";"Imperative"
"2184";"R_1ln0GRX6wdGcTHY";"Per. Imperative";"Question_24";80;"Low Risk";"Personal";"Imperative"
"2185";"R_1ln0GRX6wdGcTHY";"Per. Imperative";"Question_25";26;"Low Risk";"Personal";"Imperative"
"2186";"R_1ln0GRX6wdGcTHY";"Per. Imperative";"Question_26";42;"Low Risk";"Personal";"Imperative"
"2187";"R_1ln0GRX6wdGcTHY";"Per. Imperative";"Question_27";65;"Low Risk";"Personal";"Imperative"
"2188";"R_1ln0GRX6wdGcTHY";"Per. Imperative";"Question_28";19;"Low Risk";"Personal";"Imperative"
"2189";"R_1ln0GRX6wdGcTHY";"Per. Imperative";"Question_29";15;"Low Risk";"Personal";"Imperative"
"2190";"R_1ln0GRX6wdGcTHY";"Per. Imperative";"Question_30";0;"Low Risk";"Personal";"Imperative"
"2191";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_1";72;"High Risk";"Personal";"Reasoning"
"2192";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_2";2;"High Risk";"Personal";"Reasoning"
"2193";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_3";34;"High Risk";"Personal";"Reasoning"
"2194";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_4";1;"High Risk";"Personal";"Reasoning"
"2195";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_5";63;"High Risk";"Personal";"Reasoning"
"2196";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_6";61;"High Risk";"Personal";"Reasoning"
"2197";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_7";0;"High Risk";"Personal";"Reasoning"
"2198";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_8";74;"High Risk";"Personal";"Reasoning"
"2199";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_9";22;"High Risk";"Personal";"Reasoning"
"2200";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_10";0;"High Risk";"Personal";"Reasoning"
"2201";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_11";94;"Minimal Risk";"Personal";"Reasoning"
"2202";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_12";11;"Minimal Risk";"Personal";"Reasoning"
"2203";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_13";71;"Minimal Risk";"Personal";"Reasoning"
"2204";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_14";68;"Minimal Risk";"Personal";"Reasoning"
"2205";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_15";69;"Minimal Risk";"Personal";"Reasoning"
"2206";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_16";30;"Minimal Risk";"Personal";"Reasoning"
"2207";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_17";0;"Minimal Risk";"Personal";"Reasoning"
"2208";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_18";78;"Minimal Risk";"Personal";"Reasoning"
"2209";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_19";14;"Minimal Risk";"Personal";"Reasoning"
"2210";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_20";40;"Minimal Risk";"Personal";"Reasoning"
"2211";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_21";35;"Low Risk";"Personal";"Reasoning"
"2212";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_22";92;"Low Risk";"Personal";"Reasoning"
"2213";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_23";10;"Low Risk";"Personal";"Reasoning"
"2214";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_24";79;"Low Risk";"Personal";"Reasoning"
"2215";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_25";8;"Low Risk";"Personal";"Reasoning"
"2216";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_26";78;"Low Risk";"Personal";"Reasoning"
"2217";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_27";24;"Low Risk";"Personal";"Reasoning"
"2218";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_28";57;"Low Risk";"Personal";"Reasoning"
"2219";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_29";0;"Low Risk";"Personal";"Reasoning"
"2220";"R_1ln7Lqnfxm99w4o";"Per. Reasoning";"Question_30";0;"Low Risk";"Personal";"Reasoning"
"2221";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_1";70;"High Risk";"Impersonal";"Control"
"2222";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_2";14;"High Risk";"Impersonal";"Control"
"2223";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_3";11;"High Risk";"Impersonal";"Control"
"2224";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_4";71;"High Risk";"Impersonal";"Control"
"2225";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_5";11;"High Risk";"Impersonal";"Control"
"2226";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_6";95;"High Risk";"Impersonal";"Control"
"2227";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_7";2;"High Risk";"Impersonal";"Control"
"2228";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_8";69;"High Risk";"Impersonal";"Control"
"2229";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_9";8;"High Risk";"Impersonal";"Control"
"2230";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_10";12;"High Risk";"Impersonal";"Control"
"2231";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_11";26;"Minimal Risk";"Impersonal";"Control"
"2232";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_12";15;"Minimal Risk";"Impersonal";"Control"
"2233";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_13";77;"Minimal Risk";"Impersonal";"Control"
"2234";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_14";89;"Minimal Risk";"Impersonal";"Control"
"2235";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_15";65;"Minimal Risk";"Impersonal";"Control"
"2236";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_16";94;"Minimal Risk";"Impersonal";"Control"
"2237";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_17";59;"Minimal Risk";"Impersonal";"Control"
"2238";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_18";70;"Minimal Risk";"Impersonal";"Control"
"2239";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_19";68;"Minimal Risk";"Impersonal";"Control"
"2240";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_20";77;"Minimal Risk";"Impersonal";"Control"
"2241";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_21";71;"Low Risk";"Impersonal";"Control"
"2242";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_22";8;"Low Risk";"Impersonal";"Control"
"2243";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_23";42;"Low Risk";"Impersonal";"Control"
"2244";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_24";26;"Low Risk";"Impersonal";"Control"
"2245";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_25";72;"Low Risk";"Impersonal";"Control"
"2246";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_26";76;"Low Risk";"Impersonal";"Control"
"2247";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_27";15;"Low Risk";"Impersonal";"Control"
"2248";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_28";67;"Low Risk";"Impersonal";"Control"
"2249";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_29";74;"Low Risk";"Impersonal";"Control"
"2250";"R_1LSz0Ih2Yz8MWHf";"Gen. Control";"Question_30";61;"Low Risk";"Impersonal";"Control"
"2251";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_1";0;"High Risk";"Impersonal";"Control"
"2252";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_2";0;"High Risk";"Impersonal";"Control"
"2253";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_3";0;"High Risk";"Impersonal";"Control"
"2254";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_4";0;"High Risk";"Impersonal";"Control"
"2255";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_5";5;"High Risk";"Impersonal";"Control"
"2256";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_6";0;"High Risk";"Impersonal";"Control"
"2257";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_7";0;"High Risk";"Impersonal";"Control"
"2258";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_8";0;"High Risk";"Impersonal";"Control"
"2259";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_9";0;"High Risk";"Impersonal";"Control"
"2260";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_10";0;"High Risk";"Impersonal";"Control"
"2261";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_11";3;"Minimal Risk";"Impersonal";"Control"
"2262";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_12";0;"Minimal Risk";"Impersonal";"Control"
"2263";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_13";9;"Minimal Risk";"Impersonal";"Control"
"2264";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_14";6;"Minimal Risk";"Impersonal";"Control"
"2265";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_15";0;"Minimal Risk";"Impersonal";"Control"
"2266";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_16";2;"Minimal Risk";"Impersonal";"Control"
"2267";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_17";0;"Minimal Risk";"Impersonal";"Control"
"2268";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_18";6;"Minimal Risk";"Impersonal";"Control"
"2269";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_19";0;"Minimal Risk";"Impersonal";"Control"
"2270";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_20";0;"Minimal Risk";"Impersonal";"Control"
"2271";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_21";0;"Low Risk";"Impersonal";"Control"
"2272";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_22";94;"Low Risk";"Impersonal";"Control"
"2273";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_23";0;"Low Risk";"Impersonal";"Control"
"2274";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_24";3;"Low Risk";"Impersonal";"Control"
"2275";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_25";5;"Low Risk";"Impersonal";"Control"
"2276";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_26";0;"Low Risk";"Impersonal";"Control"
"2277";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_27";0;"Low Risk";"Impersonal";"Control"
"2278";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_28";0;"Low Risk";"Impersonal";"Control"
"2279";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_29";0;"Low Risk";"Impersonal";"Control"
"2280";"R_1ltpEyyrd27z3C2";"Gen. Control";"Question_30";0;"Low Risk";"Impersonal";"Control"
"2281";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_1";0;"High Risk";"Impersonal";"Imperative"
"2282";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_2";0;"High Risk";"Impersonal";"Imperative"
"2283";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_3";0;"High Risk";"Impersonal";"Imperative"
"2284";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_4";0;"High Risk";"Impersonal";"Imperative"
"2285";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_5";100;"High Risk";"Impersonal";"Imperative"
"2286";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_6";0;"High Risk";"Impersonal";"Imperative"
"2287";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_7";0;"High Risk";"Impersonal";"Imperative"
"2288";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_8";36;"High Risk";"Impersonal";"Imperative"
"2289";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_9";0;"High Risk";"Impersonal";"Imperative"
"2290";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_10";0;"High Risk";"Impersonal";"Imperative"
"2291";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_11";100;"Minimal Risk";"Impersonal";"Imperative"
"2292";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_12";0;"Minimal Risk";"Impersonal";"Imperative"
"2293";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_13";100;"Minimal Risk";"Impersonal";"Imperative"
"2294";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_14";100;"Minimal Risk";"Impersonal";"Imperative"
"2295";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_15";65;"Minimal Risk";"Impersonal";"Imperative"
"2296";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_16";100;"Minimal Risk";"Impersonal";"Imperative"
"2297";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_17";0;"Minimal Risk";"Impersonal";"Imperative"
"2298";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_18";31;"Minimal Risk";"Impersonal";"Imperative"
"2299";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_19";0;"Minimal Risk";"Impersonal";"Imperative"
"2300";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_20";0;"Minimal Risk";"Impersonal";"Imperative"
"2301";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_21";0;"Low Risk";"Impersonal";"Imperative"
"2302";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_22";100;"Low Risk";"Impersonal";"Imperative"
"2303";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_23";0;"Low Risk";"Impersonal";"Imperative"
"2304";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_24";49;"Low Risk";"Impersonal";"Imperative"
"2305";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_25";0;"Low Risk";"Impersonal";"Imperative"
"2306";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_26";29;"Low Risk";"Impersonal";"Imperative"
"2307";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_27";0;"Low Risk";"Impersonal";"Imperative"
"2308";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_28";0;"Low Risk";"Impersonal";"Imperative"
"2309";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_29";0;"Low Risk";"Impersonal";"Imperative"
"2310";"R_1ltte7r296tKeh5";"Gen. Imperative";"Question_30";0;"Low Risk";"Impersonal";"Imperative"
"2311";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_1";61;"High Risk";"Personal";"Imperative"
"2312";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_2";20;"High Risk";"Personal";"Imperative"
"2313";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_3";24;"High Risk";"Personal";"Imperative"
"2314";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_4";11;"High Risk";"Personal";"Imperative"
"2315";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_5";62;"High Risk";"Personal";"Imperative"
"2316";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_6";58;"High Risk";"Personal";"Imperative"
"2317";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_7";60;"High Risk";"Personal";"Imperative"
"2318";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_8";84;"High Risk";"Personal";"Imperative"
"2319";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_9";60;"High Risk";"Personal";"Imperative"
"2320";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_10";33;"High Risk";"Personal";"Imperative"
"2321";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_11";75;"Minimal Risk";"Personal";"Imperative"
"2322";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_12";60;"Minimal Risk";"Personal";"Imperative"
"2323";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_13";78;"Minimal Risk";"Personal";"Imperative"
"2324";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_14";90;"Minimal Risk";"Personal";"Imperative"
"2325";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_15";75;"Minimal Risk";"Personal";"Imperative"
"2326";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_16";32;"Minimal Risk";"Personal";"Imperative"
"2327";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_17";32;"Minimal Risk";"Personal";"Imperative"
"2328";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_18";68;"Minimal Risk";"Personal";"Imperative"
"2329";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_19";77;"Minimal Risk";"Personal";"Imperative"
"2330";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_20";74;"Minimal Risk";"Personal";"Imperative"
"2331";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_21";71;"Low Risk";"Personal";"Imperative"
"2332";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_22";50;"Low Risk";"Personal";"Imperative"
"2333";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_23";55;"Low Risk";"Personal";"Imperative"
"2334";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_24";64;"Low Risk";"Personal";"Imperative"
"2335";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_25";35;"Low Risk";"Personal";"Imperative"
"2336";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_26";64;"Low Risk";"Personal";"Imperative"
"2337";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_27";36;"Low Risk";"Personal";"Imperative"
"2338";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_28";66;"Low Risk";"Personal";"Imperative"
"2339";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_29";32;"Low Risk";"Personal";"Imperative"
"2340";"R_1M509PTPjinZEyh";"Per. Imperative";"Question_30";37;"Low Risk";"Personal";"Imperative"
"2341";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_1";21;"High Risk";"Personal";"Control"
"2342";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_2";3;"High Risk";"Personal";"Control"
"2343";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_3";70;"High Risk";"Personal";"Control"
"2344";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_4";16;"High Risk";"Personal";"Control"
"2345";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_5";15;"High Risk";"Personal";"Control"
"2346";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_6";25;"High Risk";"Personal";"Control"
"2347";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_7";14;"High Risk";"Personal";"Control"
"2348";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_8";67;"High Risk";"Personal";"Control"
"2349";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_9";38;"High Risk";"Personal";"Control"
"2350";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_10";0;"High Risk";"Personal";"Control"
"2351";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_11";93;"Minimal Risk";"Personal";"Control"
"2352";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_12";53;"Minimal Risk";"Personal";"Control"
"2353";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_13";67;"Minimal Risk";"Personal";"Control"
"2354";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_14";59;"Minimal Risk";"Personal";"Control"
"2355";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_15";19;"Minimal Risk";"Personal";"Control"
"2356";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_16";77;"Minimal Risk";"Personal";"Control"
"2357";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_17";4;"Minimal Risk";"Personal";"Control"
"2358";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_18";60;"Minimal Risk";"Personal";"Control"
"2359";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_19";17;"Minimal Risk";"Personal";"Control"
"2360";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_20";60;"Minimal Risk";"Personal";"Control"
"2361";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_21";9;"Low Risk";"Personal";"Control"
"2362";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_22";81;"Low Risk";"Personal";"Control"
"2363";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_23";7;"Low Risk";"Personal";"Control"
"2364";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_24";90;"Low Risk";"Personal";"Control"
"2365";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_25";19;"Low Risk";"Personal";"Control"
"2366";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_26";25;"Low Risk";"Personal";"Control"
"2367";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_27";49;"Low Risk";"Personal";"Control"
"2368";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_28";21;"Low Risk";"Personal";"Control"
"2369";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_29";10;"Low Risk";"Personal";"Control"
"2370";"R_1mCxAjhwjPwOHwo";"Per. Control";"Question_30";8;"Low Risk";"Personal";"Control"
"2371";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_1";58;"High Risk";"Personal";"Reasoning"
"2372";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_2";62;"High Risk";"Personal";"Reasoning"
"2373";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_3";75;"High Risk";"Personal";"Reasoning"
"2374";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_4";50;"High Risk";"Personal";"Reasoning"
"2375";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_5";73;"High Risk";"Personal";"Reasoning"
"2376";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_6";74;"High Risk";"Personal";"Reasoning"
"2377";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_7";54;"High Risk";"Personal";"Reasoning"
"2378";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_8";77;"High Risk";"Personal";"Reasoning"
"2379";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_9";31;"High Risk";"Personal";"Reasoning"
"2380";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_10";0;"High Risk";"Personal";"Reasoning"
"2381";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_11";19;"Minimal Risk";"Personal";"Reasoning"
"2382";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_12";18;"Minimal Risk";"Personal";"Reasoning"
"2383";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_13";71;"Minimal Risk";"Personal";"Reasoning"
"2384";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_14";81;"Minimal Risk";"Personal";"Reasoning"
"2385";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_15";74;"Minimal Risk";"Personal";"Reasoning"
"2386";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_16";72;"Minimal Risk";"Personal";"Reasoning"
"2387";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_17";0;"Minimal Risk";"Personal";"Reasoning"
"2388";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_18";67;"Minimal Risk";"Personal";"Reasoning"
"2389";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_19";27;"Minimal Risk";"Personal";"Reasoning"
"2390";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_20";25;"Minimal Risk";"Personal";"Reasoning"
"2391";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_21";24;"Low Risk";"Personal";"Reasoning"
"2392";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_22";59;"Low Risk";"Personal";"Reasoning"
"2393";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_23";56;"Low Risk";"Personal";"Reasoning"
"2394";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_24";71;"Low Risk";"Personal";"Reasoning"
"2395";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_25";67;"Low Risk";"Personal";"Reasoning"
"2396";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_26";71;"Low Risk";"Personal";"Reasoning"
"2397";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_27";67;"Low Risk";"Personal";"Reasoning"
"2398";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_28";54;"Low Risk";"Personal";"Reasoning"
"2399";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_29";32;"Low Risk";"Personal";"Reasoning"
"2400";"R_1mIrLWFAsk9yaH4";"Per. Reasoning";"Question_30";24;"Low Risk";"Personal";"Reasoning"
"2401";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_1";30;"High Risk";"Impersonal";"Imperative"
"2402";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_2";5;"High Risk";"Impersonal";"Imperative"
"2403";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_3";26;"High Risk";"Impersonal";"Imperative"
"2404";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_4";16;"High Risk";"Impersonal";"Imperative"
"2405";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_5";41;"High Risk";"Impersonal";"Imperative"
"2406";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_6";19;"High Risk";"Impersonal";"Imperative"
"2407";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_7";22;"High Risk";"Impersonal";"Imperative"
"2408";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_8";41;"High Risk";"Impersonal";"Imperative"
"2409";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_9";28;"High Risk";"Impersonal";"Imperative"
"2410";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_10";0;"High Risk";"Impersonal";"Imperative"
"2411";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_11";68;"Minimal Risk";"Impersonal";"Imperative"
"2412";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_12";69;"Minimal Risk";"Impersonal";"Imperative"
"2413";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_13";90;"Minimal Risk";"Impersonal";"Imperative"
"2414";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_14";93;"Minimal Risk";"Impersonal";"Imperative"
"2415";"R_1mJB2pqI3dZffPk";"Gen. Imperative";"Question_15";50;"Minimal Risk";"Impersonal";"Imperative"
