ResponseId,Group,Age_1,Practice_Gen_1,Question_1,Question_2,Question_3,Question_4,Question_5,Question_6,Question_7,Question_8,Question_9,Question_10,Question_11,Question_12,Question_13,Question_14,Question_15,Question_16,Question_17,Question_18,Question_19,Question_20,Question_21,Question_22,Question_23,Question_24,Question_25,Question_26,Question_27,Question_28,Question_29,Question_30,Progress,Duration (in seconds),Finished,UserLanguage,CF2,CF1,Trap1,VisionQ,FluencyQ,Gender,Eng,Res,Chi,1_RT_First Click_5,1_RT_Last Click_5,1_RT_Page Submit_5,1_RT_Click Count_5,2_RT_First Click_5,2_RT_Last Click_5,2_RT_Page Submit_5,2_RT_Click Count_5,3_RT_First Click_5,3_RT_Last Click_5,3_RT_Page Submit_5,3_RT_Click Count_5,4_RT_First Click_5,4_RT_Last Click_5,4_RT_Page Submit_5,4_RT_Click Count_5,5_RT_First Click_5,5_RT_Last Click_5,5_RT_Page Submit_5,5_RT_Click Count_5,6_RT_First Click_5,6_RT_Last Click_5,6_RT_Page Submit_5,6_RT_Click Count_5,7_RT_First Click_5,7_RT_Last Click_5,7_RT_Page Submit_5,7_RT_Click Count_5,8_RT_First Click_5,8_RT_Last Click_5,8_RT_Page Submit_5,8_RT_Click Count_5,9_RT_First Click_5,9_RT_Last Click_5,9_RT_Page Submit_5,9_RT_Click Count_5,10_RT_First Click_5,10_RT_Last Click_5,10_RT_Page Submit_5,10_RT_Click Count_5,11_RT_First Click_5,11_RT_Last Click_5,11_RT_Page Submit_5,11_RT_Click Count_5,12_RT_First Click_5,12_RT_Last Click_5,12_RT_Page Submit_5,12_RT_Click Count_5,13_RT_First Click_5,13_RT_Last Click_5,13_RT_Page Submit_5,13_RT_Click Count_5,14_RT_First Click_5,14_RT_Last Click_5,14_RT_Page Submit_5,14_RT_Click Count_5,15_RT_First Click_5,15_RT_Last Click_5,15_RT_Page Submit_5,15_RT_Click Count_5,16_RT_First Click_5,16_RT_Last Click_5,16_RT_Page Submit_5,16_RT_Click Count_5,17_RT_First Click_5,17_RT_Last Click_5,17_RT_Page Submit_5,17_RT_Click Count_5,18_RT_First Click_5,18_RT_Last Click_5,18_RT_Page Submit_5,18_RT_Click Count_5,19_RT_First Click_5,19_RT_Last Click_5,19_RT_Page Submit_5,19_RT_Click Count_5,20_RT_First Click_5,20_RT_Last Click_5,20_RT_Page Submit_5,20_RT_Click Count_5,21_RT_First Click_5,21_RT_Last Click_5,21_RT_Page Submit_5,21_RT_Click Count_5,22_RT_First Click_5,22_RT_Last Click_5,22_RT_Page Submit_5,22_RT_Click Count_5,23_RT_First Click_5,23_RT_Last Click_5,23_RT_Page Submit_5,23_RT_Click Count_5,24_RT_First Click_5,24_RT_Last Click_5,24_RT_Page Submit_5,24_RT_Click Count_5,25_RT_First Click_5,25_RT_Last Click_5,25_RT_Page Submit_5,25_RT_Click Count_5,26_RT_First Click_5,26_RT_Last Click_5,26_RT_Page Submit_5,26_RT_Click Count_5,27_RT_First Click_5,27_RT_Last Click_5,27_RT_Page Submit_5,27_RT_Click Count_5,28_RT_First Click_5,28_RT_Last Click_5,28_RT_Page Submit_5,28_RT_Click Count_5,29_RT_First Click_5,29_RT_Last Click_5,29_RT_Page Submit_5,29_RT_Click Count_5,30_RT_First Click_5,30_RT_Last Click_5,30_RT_Page Submit_5,30_RT_Click Count_5,ReadingQ
R_2uWc13ABWpChjBw,Gen. Imperative,68,3,0,0,2,0,4,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,100,906,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,5.629,10.325,12.175,3,4.158,7.614,10.764,2,15.052,21.782,24.094,3,3.44,19.531,21.874,3,19.897,25.279,27.488,2,18.091,21.902,23.404,3,11.363,15.469,17.9,2,6.887,6.887,9.294,1,2.502,9.469,12.215,3,3.955,10.227,13.218,2,8.827,25.748,27.718,4,11.492,15.36,17.261,2,1.827,12.341,15.227,2,3.641,10.496,13.08,3,5.616,9.752,13.101,3,5.531,14.347,17.421,4,12.21,16.042,18.053,2,15.295,25.421,26.994,2,2.344,20.028,22.829,5,10.493,18.645,20.748,3,11.221,15.926,17.884,3,7.893,11.626,14.621,3,2.665,9.279,12.031,4,6.993,10.643,12.684,2,5.245,10.549,12.88,2,10.283,13.624,15.836,2,5.183,10.472,11.837,2,5.415,8.394,10.676,4,2.711,10.052,12.794,2,2.826,10.814,13.239,3,NA
R_2xznklJcQ6Nc4BZ,Gen. Imperative,41,100,100,0,100,100,100,100,0,100,100,0,100,0,100,100,100,100,100,100,100,100,52,100,100,100,100,100,100,0,100,0,100,740,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,20.418,21.426,22.112,2,14.552,18.183,19.138,2,6.716,7.787,8.588,2,9.949,11.477,12.525,3,9.677,10.573,11.105,3,8.41,9.072,9.636,2,9.412,10.675,11.545,3,6.396,7.211,7.874,2,7.697,8.329,8.882,2,8.597,10.701,11.615,3,4.203,5.238,5.867,2,9.901,12.358,13.996,3,4.447,6.046,6.754,2,3.592,4.695,5.37,2,6.854,7.898,10.215,4,9.098,10.419,11.087,4,8.761,10.238,11.061,2,7.568,8.128,8.996,2,11.214,12.468,13.071,3,13.51,14.558,33.398,2,14.653,16.357,17.592,3,8.82,10.461,11.187,4,8.596,9.172,9.826,2,6.755,8.578,9.241,2,8.062,9.213,9.74,3,6.258,8.894,9.59,2,10.008,10.874,11.48,2,9.293,10.572,11.348,4,9.113,10.482,11.164,3,11.566,12.294,13.206,2,NA
R_2TTBXuas9GQLSLV,Gen. Imperative,44,100,0,0,0,0,45,0,0,3,0,0,44,0,0,47,0,1,0,1,0,0,0,43,0,47,0,0,2,0,0,0,100,405,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,Germany,7.102,7.102,8.043,1,7.112,7.112,8.547,1,6.421,6.421,7.35,1,5.238,5.238,6.639,1,9.518,9.518,10.557,1,14.256,14.256,15.914,1,7.084,7.084,8.517,1,8.982,10.512,12.42,2,7.755,7.755,8.705,1,4.057,4.057,5.075,1,8.691,8.691,9.642,1,7.516,8.326,9.411,2,6.621,6.621,8.346,1,6.551,11.4,12.563,2,5.046,5.046,6.055,1,6.986,6.986,8.881,1,10.452,10.452,11.571,1,9.385,9.385,10.582,1,7.756,10.411,11.531,3,5.561,5.561,7.108,1,8.668,8.668,9.788,1,10.254,10.254,11.675,1,6.255,6.255,7.439,1,8.569,8.569,9.349,1,7.856,7.856,9.099,1,9.319,9.319,10.831,1,5.731,5.731,7.175,1,8.566,8.566,9.549,1,6.917,6.917,7.922,1,8.457,8.457,9.822,1,NA
R_3hnDD21NsXVQhUt,Gen. Imperative,58,100,0,0,20,0,5,0,0,0,11,0,56,0,10,0,5,5,0,5,8,0,3,20,0,24,0,0,1,0,0,0,100,943,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,7.667,10.996,12.215,2,4.229,5.449,7.459,2,10.842,10.842,43.092,1,6.558,7.132,8.695,2,26.18,26.18,27.653,1,10.108,12.097,13.762,2,9.773,10.59,11.766,2,4.931,4.931,6.786,1,10.051,10.051,11.759,1,4.784,6.165,11.207,2,17.592,21.005,24.644,3,7.06,9.192,10.508,2,12.646,16.186,21.615,2,10.597,11.639,12.781,2,7.638,7.638,11.491,1,6.98,14.708,18.663,2,12.546,14.092,16.789,2,30.455,30.455,34.711,1,19.183,60.134,61.298,3,6.932,7.684,8.93,2,9.742,9.742,12.996,1,12.766,21.898,31.347,2,4.637,4.637,9.41,1,10.975,10.975,220.896,1,7.696,7.696,9.489,1,6.454,7.259,8.742,2,12.57,12.57,14.334,1,8.237,8.237,9.405,1,5.289,6.423,7.595,2,7.341,9.791,19.693,3,NA
R_1n7w9AOMnyvHFVR,Gen. Imperative,44,82,0,0,66,0,68,0,0,0,71,0,100,0,82,91,0,0,0,97,0,0,81,92,0,100,0,41,81,0,0,0,100,746,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,6.594,6.594,8.432,1,7.655,7.655,10.046,1,31.045,46.593,47.722,4,4.166,4.166,7.879,1,25.4,25.4,31.592,1,5.233,5.233,6.722,1,8.512,8.512,24.858,1,5.688,5.688,11.469,1,7.174,7.174,8.688,1,9.052,9.052,10.654,1,5.808,5.808,13.977,1,6.539,6.539,9.344,1,16.932,17.958,19.511,2,13.92,13.92,15.387,1,74.571,74.571,82.819,1,10.003,10.003,12.101,1,20.722,20.722,22.766,1,8.597,8.597,10.566,1,5.754,5.754,8.594,1,6.236,6.236,10.931,1,12.077,12.077,13.608,1,22.314,27.941,29.244,3,7.463,7.463,9.025,1,5.32,5.32,6.935,1,6.972,11.015,12.796,2,5.127,10.518,12.319,3,18.497,18.497,20.098,1,20.919,30.935,41.499,3,5.952,5.952,7.789,1,4.192,4.192,5.815,1,NA
R_3gRiaxHiYmbHA0I,Gen. Imperative,56,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,0,0,0,0,0,0,100,750,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,8.64,8.64,10.528,1,7.905,7.905,9.505,1,10.611,10.611,12.561,1,5.23,5.23,6.638,1,8.753,8.753,10.929,1,10.08,10.08,11.704,1,7.122,7.122,8.753,1,9.409,9.409,10.777,1,4.942,4.942,5.934,1,5.915,5.915,7.197,1,7.754,7.754,8.977,1,21.895,21.895,23.302,1,11.289,11.289,12.976,1,22.953,22.953,24.248,1,7.66,7.66,9.143,1,9.785,9.785,11.528,1,8.673,8.673,10.434,1,29.15,29.15,30.493,1,11.106,11.106,17.161,1,8.96,8.96,10.607,1,15.661,15.661,17.557,1,8.708,8.708,9.708,1,7.663,7.663,9.229,1,7.705,7.705,9.12,1,20.658,20.658,22.345,1,6.997,6.997,8.66,1,10.606,10.606,12.262,1,10.653,10.653,12.717,1,6.124,6.124,8.076,1,5.099,5.099,6.667,1,NA
R_3QGE1B5KNVAjfPU,Gen. Imperative,37,100,0,0,67,0,2,26,0,33,72,0,87,0,80,29,73,68,10,66,67,0,51,26,0,86,0,28,32,0,0,0,100,1120,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,33.127,33.127,34.47,1,11.163,11.163,12.139,1,4.885,5.726,6.575,2,4.387,4.387,5.983,1,16.288,22.035,23.28,3,13.238,16.896,18.174,2,4.793,7.318,7.817,3,56.449,60.299,61.249,2,6.426,6.426,9.056,1,3.557,3.557,4.636,1,88.058,88.058,88.868,1,5.289,5.289,6.899,1,56.288,56.288,57.255,1,6.021,6.021,6.891,1,5.915,10.882,12.952,3,122.63,122.63,123.764,1,10.569,10.569,11.631,1,7.865,9.886,11.006,2,9.869,9.869,11.613,1,6.616,8.599,9.895,3,12.02,13.549,19.24,2,21.539,21.539,23.152,1,6.23,6.23,7.836,1,3.907,4.576,5.33,2,64.69,65.788,66.27,2,27.193,27.193,28.195,1,51.795,51.795,53.123,1,4.932,4.932,5.894,1,3.424,3.424,4.347,1,3.347,4.283,4.969,2,NA
R_2OU7JbNA5UhpdfU,Gen. Imperative,54,100,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,100,1100,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,7.482,7.482,10.886,1,8.539,8.539,12.577,1,31.054,45.097,49.423,2,9.249,9.249,16.425,1,12.386,12.386,16.996,1,12.49,12.49,17.301,1,12.494,12.494,17.358,1,9.635,9.635,13.559,1,8.191,8.191,11.871,1,7.623,7.623,13.389,1,12.068,12.068,23.159,1,8.25,8.25,17.672,1,9.524,9.524,13.849,1,8.375,8.375,11.414,1,7.008,7.008,10.145,1,9.493,9.493,14.462,1,12.418,12.418,16.75,1,15.026,15.026,20.992,1,13.221,13.221,17.499,1,8.814,8.814,13.148,1,18.028,18.028,22.047,1,27.401,27.401,49.407,1,8.801,8.801,13.018,1,7.878,7.878,11.014,1,11.9,11.9,16.806,1,9.495,9.495,14.334,1,19.593,19.593,26.869,1,13.332,13.332,15.469,1,11.501,11.501,15.111,1,3.007,8.442,13.183,2,NA
R_23461TVEEkb7lzz,Gen. Imperative,56,100,0,0,100,0,0,0,0,9,50,0,100,0,77,0,0,0,0,48,0,0,0,24,0,100,0,0,0,0,0,0,100,702,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,6.174,6.174,10.146,1,5.901,5.901,9.364,1,12.5,12.5,14.332,1,5.929,5.929,7.9,1,27.355,27.355,30.92,1,9.934,9.934,11.959,1,10.362,10.362,14.011,1,11.7,11.7,13.701,1,12.681,12.681,15.518,1,5.801,5.801,7.345,1,9.959,9.959,11.422,1,9.59,9.59,11.557,1,16.876,16.876,32.897,1,6.386,6.386,12.029,1,4.843,4.843,10.673,1,8.101,8.101,11.59,1,14.244,14.244,20.1,1,22.5,22.5,24.516,1,12.187,12.187,16.878,1,8.029,8.029,11.66,1,17.619,17.619,19.545,1,11.664,28.4,30.199,3,18.485,18.485,21.898,1,12.601,16.756,20.054,2,10.273,10.273,12.266,1,12.04,12.04,13.831,1,14.447,14.447,17.545,1,9.6,9.6,12.039,1,4.001,4.001,16.158,1,6.14,6.14,7.714,1,NA
R_2qwtGzgjPYWu9w0,Gen. Imperative,37,100,0,0,90,52,76,82,0,55,35,0,100,17,90,100,51,51,0,98,21,0,67,100,0,100,77,31,40,92,0,32,100,1147,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Lithuania,504.48,508.526,509.351,3,3.601,3.601,4.395,1,3.041,10.714,11.325,7,6.956,6.956,8.384,1,9.018,13.938,14.682,4,11.004,12.881,13.554,3,6.889,6.889,7.681,1,5.938,7.953,8.777,5,5.838,5.838,6.814,1,81.569,82.673,83.033,2,7.706,8.364,8.733,2,9.794,9.794,11.27,1,7.392,7.392,8.154,1,3.414,6.017,6.69,4,6.657,9.655,10.556,5,8.019,10.706,11.429,7,3.168,3.168,3.912,1,15.532,15.532,16.219,1,3.483,8.428,9.376,2,6.022,6.022,7.066,1,48.168,48.168,48.812,1,5.999,5.999,8.347,1,3.985,3.985,5.494,1,5.93,5.93,7.317,1,8.172,8.579,11.729,2,6.86,8.766,9.446,2,39.073,39.073,42.402,1,29.142,29.142,30.325,1,9.661,11.011,12.108,2,10.534,10.534,11.528,1,NA
R_3CTavDGCn1xSnrI,Gen. Imperative,28,100,28,14,30,50,78,40,12,17,35,13,94,25,73,100,100,90,23,72,52,0,84,99,0,100,88,77,81,73,0,9,100,1203,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Hungary,7.028,8.668,9.35,3,3.779,7.513,8.512,4,10.915,11.843,12.926,3,4.073,5.65,6.331,2,1.155,4.859,6.612,3,5.932,7.96,8.765,5,4.536,4.536,5.629,1,3.378,4.897,5.176,3,55.839,55.839,56.734,1,6.588,6.588,7.698,1,5.822,7.318,8.349,2,9.248,9.248,10.159,1,11.834,109.531,110.285,6,1.265,8.842,9.471,5,5.336,5.873,7.131,2,6.884,7.82,8.162,2,6.507,6.507,7.465,1,12.441,12.441,13.815,1,9.025,10.801,11.587,2,3.095,4.079,4.901,2,7.101,8.317,9.678,2,5.905,6.65,7.396,2,2.784,4.136,7.351,4,7.859,12.044,12.797,5,5.805,6.794,7.699,4,1.123,6.236,7.098,3,2.114,9.546,9.81,5,4.184,4.184,4.992,1,5.05,5.427,6.54,2,5.874,6.794,7.718,3,NA
R_3n0F3M7PT9gqZLy,Gen. Imperative,60,100,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,747,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,10.157,16.789,17.544,4,6.5,8.508,9.254,2,5.293,5.293,6.211,1,1.887,2.784,5.86,2,6.094,7.964,38.279,3,7.211,7.211,9.36,1,18.612,18.612,19.872,1,7.937,7.937,8.789,1,5.092,7.071,7.687,4,10.94,11.867,12.916,2,8.021,16.341,17.26,2,2.871,5.499,6.583,3,12.478,14.046,15.881,2,17.767,18.999,24.397,2,115.746,116.8,117.557,2,1.635,3.049,8.792,2,2.863,4.953,12.333,3,4.011,4.6,27.27,2,2.941,4.749,5.688,3,2.512,3.4,12.668,2,8.342,10.965,11.879,4,14.801,14.801,16.301,1,6.154,6.154,7.428,1,1.675,21.959,22.5,3,4.423,5.015,10.959,2,7.876,7.876,8.929,1,2.116,2.974,22.068,2,3.336,10.289,13.334,5,6.242,6.242,7.673,1,7.36,7.36,8.775,1,NA
R_sRy7cFs4kN8xasF,Gen. Imperative,31,91,8,0,22,1,31,2,3,19,3,0,28,14,1,74,5,36,1,50,0,3,33,92,1,34,1,6,74,27,0,0,100,926,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,10.471,10.471,12.286,1,4.464,4.464,6.777,1,159.386,161.619,163.357,3,5.011,5.011,7.029,1,70.909,72.136,73.849,2,8.591,9.218,10.299,2,18.1,18.1,19.867,1,9.845,9.845,11.382,1,4.757,4.757,6.39,1,4.398,4.398,6.065,1,8.223,9.231,10.861,2,7.542,7.542,9.113,1,4.172,4.172,6.103,1,26.634,30.34,31.803,3,6.464,6.464,8.401,1,3.522,12.558,14.343,3,4.124,4.124,16.304,1,35.961,36.967,39.314,2,4.612,4.612,6.332,1,5.251,7.584,8.57,2,9.383,9.383,10.922,1,7.338,10.675,12.254,2,3.825,5.241,7.084,2,7.341,7.341,8.922,1,10.732,10.732,15.401,1,6.533,9.174,11.387,2,5.884,7.963,9.886,3,12.929,12.929,14.695,1,5.218,5.218,6.952,1,8.443,74.199,76.301,2,NA
R_3JrNdvI8jk2LzXa,Gen. Imperative,30,100,100,100,100,53,29,100,76,1,100,0,100,83,100,100,100,100,50,23,100,0,24,100,100,100,100,100,100,0,0,59,100,1590,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,2.467,4.765,5.213,3,1.215,3.54,3.963,2,2.248,3.995,4.409,2,6.774,6.774,7.272,1,1.174,8.374,8.766,3,1.567,27.57,27.936,3,1.651,8.247,9.039,4,7.261,8.602,9.247,3,2.035,4.299,4.763,2,1.634,38.166,38.573,5,2.141,4.154,4.568,2,2.059,49.779,50.169,4,1.794,4.359,4.741,2,2.85,5.338,5.865,2,0.967,5.367,5.729,3,2.094,55.601,56.267,2,1.007,5.245,5.612,3,660.946,737.314,737.91,8,1.053,2.34,2.8,2,2.289,4.657,5.301,3,0.704,13.701,14.63,5,1.473,4.023,4.523,3,3.49,6.138,6.754,2,5.022,5.022,5.486,1,1.801,5.429,5.987,2,1.298,5.255,5.6,3,1.799,2.291,2.876,2,1.862,27.689,28.087,3,2.088,5.148,5.589,2,0.966,197.451,199.036,3,NA
R_30hQVszmXhuDgY2,Gen. Imperative,27,100,0,0,53,0,46,4,0,67,49,0,85,0,19,0,31,0,0,52,0,19,0,83,0,82,0,4,65,0,0,0,100,313,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,3,4.07,5.532,2,3.29,3.29,4.642,1,2.635,4.235,4.932,2,2.831,2.831,4.474,1,7.28,7.28,8.516,1,4.268,4.268,5.614,1,5.246,6.35,7.363,3,4.348,4.348,5.373,1,3.322,3.322,4.67,1,3.128,3.128,4.726,1,3.698,5.701,6.633,3,4.397,4.397,5.981,1,4.549,4.549,5.742,1,5.952,7.11,8.492,2,3.347,4.11,5.653,2,4.2,7.098,8.442,2,3.097,4.99,6.059,2,5.125,8.524,9.481,2,3.384,5.379,7.771,3,4.083,6.691,7.881,4,6.395,6.395,7.629,1,3.76,3.76,5.234,1,3.065,4.952,6.238,2,2.811,2.811,3.674,1,5.201,5.201,6.881,1,4.345,4.345,5.776,1,4.799,6.693,7.432,2,4.176,4.176,6.388,1,3.337,5.375,6.539,3,5.401,7.484,8.434,2,NA
R_5yF7JRESMVMZUDD,Gen. Imperative,23,72,39,12,22,56,69,34,77,44,23,7,72,76,66,83,59,73,36,66,80,33,87,72,0,77,74,34,26,63,15,34,100,724,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,25.906,28.241,29.03,3,34.924,36.457,38.037,3,6.133,7.344,9.268,3,3.844,6.393,7.158,2,14.682,16.068,16.975,2,10.281,11.554,15.199,3,5.322,9.432,10.284,4,4.228,6.678,7.455,4,4.817,6.526,7.383,3,5.486,8.379,9.448,2,8.969,10.831,11.591,3,7.478,10.82,11.486,4,3.594,6.373,7.047,3,15.42,17.097,17.857,3,4.159,4.159,5.799,1,4.297,6.193,6.935,3,4.716,10.461,11.211,4,5.813,6.493,7.244,3,4.981,6.036,6.858,2,9.492,10.524,11.327,2,7.102,11.092,11.759,3,5.872,10.619,11.47,2,25.575,30.574,30.98,3,6.828,7.813,8.977,2,11.14,12.929,13.947,4,64.699,66.274,67.15,3,7.789,8.703,9.748,3,8.373,10.614,11.58,2,3.238,5.91,6.794,3,4.639,4.923,6.3,2,NA
R_3nqj9oJDCUg7ElE,Per. Control,22,100,48,0,76,0,50,21,0,61,57,0,89,0,57,63,10,3,0,15,0,50,55,100,0,66,23,59,82,9,0,0,100,314,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,6.031,6.031,6.697,1,2.826,2.826,3.846,1,4.068,5.874,6.678,2,2.797,2.797,3.576,1,8.203,9.637,10.314,2,2.835,9.117,10.244,3,2.715,2.715,3.831,1,2.784,4.996,5.687,2,7.478,7.478,8.355,1,3.067,3.067,4.637,1,2.131,2.988,3.938,2,2.904,2.904,4.047,1,5.337,5.884,6.894,2,3.516,5.093,6.651,2,4.047,4.047,5.841,1,2.89,4.631,5.315,2,2.611,2.611,3.725,1,9.989,9.989,10.862,1,5.008,5.008,7.339,1,5.71,6.163,7.271,2,5.444,8.686,9.866,2,3.793,4.093,4.774,2,3.556,6.414,7.322,4,5.963,7.537,8.392,3,4.377,4.377,5.321,1,5.037,5.037,6.317,1,3.664,7.747,8.431,5,6.1,7.881,9.693,3,2.048,2.048,3.318,1,3.204,3.204,4.233,1,NA
R_sBezeWWwgKHkILf,Per. Control,47,100,0,17,0,3,100,11,2,23,1,0,50,2,61,100,24,80,2,50,49,0,50,100,0,51,72,53,12,14,0,0,100,252,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,1.501,5.351,5.964,4,1.513,3.193,3.997,2,1.722,2.45,3.137,2,1.416,4.152,4.886,2,1.427,3.332,4.125,3,2.301,3.791,4.518,2,1.92,2.602,3.556,2,1.842,4.01,4.978,2,1.518,2.594,3.256,2,2.279,3.288,3.922,2,1.87,2.773,3.432,2,1.579,9.832,10.66,6,1.838,3.169,3.799,2,1.518,3.001,3.673,2,1.64,4.601,5.439,2,1.438,3.009,3.627,2,1.419,2.482,3.202,2,2.018,3.531,4.238,2,1.47,2.838,3.62,2,2.159,3.901,4.777,2,2.615,5.801,6.666,2,3.452,6.097,6.676,2,1.791,4.674,5.518,4,1.874,2.601,3.401,2,1.769,4.352,4.949,2,1.581,4.501,5.358,3,4.518,6.401,7.335,4,1.456,4.506,5.158,2,1.608,2.266,2.979,2,1.355,3.001,4.084,3,NA
R_T74K8jfcsqw3lTz,Per. Control,32,98,12,36,75,74,75,7,58,8,23,7,74,87,77,73,89,95,10,54,84,2,92,22,9,83,77,6,15,77,46,11,100,352,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Romania,16.885,16.885,17.874,1,5.851,9.772,10.727,2,5.44,5.44,6.773,1,1.264,3.888,4.937,2,7.885,7.885,8.759,1,9.125,14.869,16.377,2,4.848,4.848,5.955,1,5.02,5.02,6.55,1,2.43,2.43,3.7,1,3.157,3.157,4.856,1,5.871,5.871,6.923,1,5.337,6.177,6.733,2,14.168,14.889,16.341,2,1.631,2.96,4.05,4,4.793,4.793,6.459,1,4.859,4.859,5.765,1,2.939,2.939,5.559,1,1.107,2.988,4.479,2,3.04,6.504,7.667,5,6.966,6.966,8.496,1,12.291,12.291,13.871,1,2.046,2.046,5.53,1,2.26,2.26,3.917,1,1.833,6.177,7.085,2,1.091,3.859,4.757,2,1.696,1.696,2.683,1,6.141,6.141,7.248,1,12.776,13.697,14.707,2,1.97,1.97,3.643,1,2.781,3.884,4.704,2,NA
